Origin,Dest,Distance,Month,DayOfWeek,Hour,Weather_Rain,Weather_Wind,Visibility,Temperature,Delay_Status
LAX,MSP,2010,8,4,6,10.77,18.67,1.48,-5.85,1
JFK,IAH,2571,3,6,13,68.47,30.76,6.21,23.69,1
LAX,SFO,1921,5,3,10,50.17,6.53,8.22,19.07,1
DFW,MIA,1549,2,6,11,32.85,4.26,6.05,4.56,1
JFK,SFO,3896,2,3,13,42.99,25.77,1.57,28.95,1
LAS,SEA,364,11,6,4,55.92,44.5,7.24,28.8,1
LAS,SFO,1796,7,7,4,57.98,16.16,1.55,14.55,1
CLT,SFO,1827,10,4,19,68.99,33.74,8.36,-5.17,1
LAS,MSP,3045,3,4,21,32.01,16.72,1.39,35.92,1
ORD,MIA,2702,5,3,22,22.01,23.32,2.24,23.43,1
LAX,SEA,1376,3,6,14,47.97,54.39,3.48,2.35,1
LAS,PHX,1350,6,4,0,31.18,51.35,6.7,20.52,1
ATL,MSP,392,10,2,23,44.59,30.96,9.79,10.25,1
DEN,PHX,2874,3,6,22,31.5,14.29,2.06,21.77,1
ATL,MSP,2777,8,4,8,11.47,11.59,2.28,13.69,1
LAS,BOS,3281,2,1,2,35.21,57.25,4.32,14.27,1
CLT,DTW,291,3,1,3,51.82,12.16,8.53,26.79,1
DEN,MSP,338,8,2,15,59.95,48.49,5.21,20.69,1
DFW,IAH,680,8,4,6,37.0,22.14,3.89,-6.0,1
ATL,SFO,2696,1,1,21,12.39,59.14,6.05,-6.73,1
CLT,BOS,1556,8,7,13,31.1,22.09,3.34,5.25,1
LAX,MIA,3116,10,6,15,58.97,21.09,4.61,11.51,1
LAX,PHX,539,2,5,17,30.96,38.25,3.99,3.76,1
ATL,DTW,1275,12,4,15,52.24,57.69,8.24,22.57,1
LAS,DTW,3978,7,2,15,38.04,58.57,9.32,-0.24,1
CLT,MSP,2713,6,4,1,18.09,42.43,7.84,25.21,1
LAX,SFO,2965,2,3,9,59.71,45.28,4.95,28.66,1
DFW,MIA,998,5,3,6,6.32,33.8,5.54,-3.78,0
JFK,IAH,674,7,1,14,39.37,45.35,2.13,22.54,1
LAS,MIA,2648,8,3,8,15.67,51.59,7.72,38.07,1
CLT,SFO,1662,3,2,6,5.03,29.17,6.37,-0.36,1
DFW,IAH,804,1,1,23,37.72,37.19,9.12,35.47,1
CLT,MIA,3179,7,2,15,37.47,32.24,2.81,20.3,1
DEN,IAH,3244,5,6,2,53.02,33.75,7.84,19.55,1
DFW,MSP,3169,5,2,16,55.86,53.4,7.16,-7.4,1
LAS,MSP,1020,7,3,22,54.58,21.34,3.39,27.42,1
DEN,SFO,2904,1,6,7,30.72,12.49,7.01,13.91,1
LAS,SFO,797,8,3,1,47.38,27.38,9.32,26.06,1
LAX,IAH,1732,12,2,19,43.27,12.49,9.27,30.46,1
JFK,SEA,3424,10,3,2,31.62,29.9,7.48,16.19,1
LAS,BOS,713,5,3,7,44.79,54.21,1.43,3.18,1
LAS,DTW,1726,8,3,1,71.04,37.05,8.85,-2.92,1
LAX,MIA,2077,10,4,18,14.47,51.33,6.92,-1.97,1
ORD,MIA,1899,10,6,16,67.93,9.97,3.79,33.35,1
LAX,SEA,1229,5,6,4,4.01,54.05,2.69,-3.82,1
DEN,SEA,699,12,7,19,23.13,36.11,2.05,9.23,1
LAX,SEA,1884,7,6,16,21.61,1.91,1.45,6.71,1
LAX,PHX,916,10,7,9,46.98,37.99,7.79,33.27,1
JFK,PHX,1341,3,2,8,9.84,57.08,3.12,13.88,1
LAX,IAH,1708,2,7,21,66.18,4.75,1.22,39.82,1
CLT,PHX,2848,6,7,5,62.14,34.95,4.58,26.85,1
LAS,MSP,865,5,5,10,48.9,54.93,5.34,32.55,1
CLT,MSP,3950,9,2,1,34.38,0.58,2.52,-5.07,1
JFK,SFO,2715,10,6,22,69.97,37.85,1.4,2.66,1
ATL,DTW,2408,4,1,11,62.31,28.49,2.7,-3.23,1
ORD,IAH,2517,11,3,11,37.45,20.82,7.11,13.18,1
CLT,DTW,1279,3,3,15,52.64,37.65,1.74,25.91,1
JFK,MIA,427,9,5,21,42.52,3.16,6.0,-1.55,1
DEN,BOS,3096,8,1,23,44.1,45.18,2.32,-3.49,1
ATL,SFO,348,6,4,11,24.82,0.27,2.76,20.73,0
JFK,MIA,1269,1,7,20,34.66,18.42,4.54,1.52,1
JFK,MIA,1367,10,2,17,5.86,30.24,1.91,13.97,1
ORD,IAH,831,12,4,12,26.8,22.62,2.56,-7.44,1
LAS,SEA,1563,11,1,14,52.19,18.45,4.14,24.03,1
CLT,SEA,612,1,5,15,71.49,49.85,3.97,17.07,1
DEN,DTW,1955,12,1,3,72.23,56.09,7.74,22.37,1
DFW,SFO,719,6,5,11,41.68,52.42,1.67,3.77,1
CLT,SEA,1567,3,4,16,45.5,31.35,8.74,3.93,1
DFW,MIA,2634,3,4,0,13.93,53.05,8.35,30.07,1
JFK,SEA,3744,6,1,21,52.15,55.25,7.89,25.93,1
LAX,PHX,2522,3,1,17,5.3,24.55,3.78,18.99,1
DEN,SEA,2600,11,7,21,21.35,17.01,8.41,21.41,1
ATL,MIA,3337,10,3,15,50.13,5.9,2.65,-5.3,1
LAX,DTW,1302,6,5,0,23.27,28.75,2.12,32.81,1
LAX,IAH,797,5,3,9,3.74,56.78,1.4,28.5,1
CLT,SFO,1859,4,2,18,62.39,33.65,9.45,19.52,1
DEN,BOS,3473,8,2,15,23.27,40.05,3.77,35.93,1
LAS,SEA,1885,2,1,13,4.73,6.77,9.26,-1.57,0
JFK,MSP,2805,12,4,1,5.61,8.61,3.45,24.33,0
JFK,MSP,2360,11,2,23,18.88,27.87,9.17,38.15,1
JFK,DTW,3362,7,2,5,13.35,57.08,9.14,5.5,1
JFK,MIA,2388,4,3,21,58.07,21.65,9.31,-9.24,1
CLT,BOS,3560,2,3,22,24.13,52.65,5.47,26.74,1
DFW,BOS,2124,7,7,4,60.35,7.22,8.79,-9.65,1
JFK,PHX,929,1,7,11,13.04,37.02,9.56,33.63,0
DFW,BOS,788,4,2,3,36.97,36.04,3.92,-7.18,1
DFW,MSP,2658,9,1,21,51.6,51.59,4.77,22.64,1
LAS,IAH,576,4,3,23,48.9,0.2,7.47,8.86,1
JFK,MIA,1607,12,2,3,45.08,11.4,3.7,0.17,1
ORD,MIA,2069,3,4,4,69.36,13.18,7.78,34.91,1
ATL,SEA,3423,10,3,6,17.14,57.0,1.67,27.31,1
LAX,SEA,950,10,2,5,37.03,9.22,5.71,7.02,1
DFW,SEA,826,2,7,12,66.3,2.22,2.1,4.21,1
DEN,MSP,3590,3,5,3,5.84,32.07,3.64,26.8,1
DEN,MSP,3640,1,3,12,4.19,31.71,3.33,31.83,1
ATL,DTW,1829,10,5,3,17.5,50.64,8.55,25.79,1
DEN,MSP,1194,8,3,9,47.48,56.93,2.74,22.0,1
ORD,MSP,1783,1,3,19,19.49,32.31,8.28,1.4,1
DEN,MSP,902,3,7,0,14.27,55.8,8.15,32.64,1
LAX,MSP,2709,3,6,20,34.41,43.51,5.49,27.48,1
LAX,IAH,2259,2,6,7,46.02,15.87,3.1,15.86,1
DFW,MSP,1379,5,5,6,18.64,55.71,3.04,15.58,1
JFK,DTW,3955,10,1,4,22.55,40.05,5.18,18.46,1
LAS,BOS,676,3,2,2,46.02,24.85,1.08,31.41,1
ORD,BOS,3186,3,1,14,70.93,40.81,5.78,27.11,1
DFW,PHX,600,8,1,16,50.61,24.08,9.58,32.81,1
ORD,IAH,3055,4,6,22,58.72,6.85,2.39,15.36,1
JFK,SEA,2424,4,2,12,27.51,43.14,6.16,21.23,1
CLT,SFO,3612,3,6,14,20.42,49.45,9.66,32.73,1
DEN,MSP,256,11,6,18,34.07,43.73,8.74,1.62,1
DEN,PHX,2075,1,7,19,60.53,13.75,8.65,12.2,1
LAS,SFO,647,8,6,13,34.22,57.4,8.4,21.03,1
JFK,DTW,402,1,4,20,63.5,1.52,3.78,35.76,1
DFW,BOS,3968,7,1,12,74.16,19.96,9.02,-9.21,1
LAS,PHX,1856,5,7,11,5.4,15.61,9.47,0.63,0
JFK,DTW,937,4,7,23,3.41,2.89,5.46,1.72,1
ATL,PHX,401,4,1,22,11.22,24.34,4.19,6.33,1
LAX,MIA,1553,8,7,8,28.83,37.39,4.73,4.09,1
LAS,DTW,2610,11,1,2,9.83,52.95,4.01,19.51,1
LAS,BOS,1091,11,4,10,65.3,59.38,2.91,34.28,1
DFW,BOS,2701,6,3,9,1.74,48.49,6.57,21.85,1
ORD,IAH,2603,12,7,0,23.68,28.12,6.06,2.08,1
ATL,PHX,415,1,5,16,13.85,43.42,5.16,33.19,1
DFW,MSP,3219,10,5,12,69.87,50.62,1.86,21.6,1
JFK,BOS,2802,8,4,13,50.21,27.92,8.17,0.95,1
JFK,PHX,3134,2,1,0,68.4,47.1,2.57,8.08,1
JFK,IAH,222,6,5,1,72.92,28.96,2.03,29.5,1
CLT,MSP,2402,9,4,1,37.28,23.19,6.61,26.95,1
JFK,DTW,1409,1,6,6,17.57,31.57,4.59,18.83,1
ORD,IAH,2496,6,2,8,14.53,40.55,1.54,-2.76,1
ATL,MIA,948,8,5,23,16.72,43.61,4.2,30.16,1
DEN,MSP,1004,10,2,3,53.14,21.4,7.95,5.38,1
LAX,PHX,333,2,1,1,3.03,34.28,6.54,28.58,0
ORD,BOS,520,5,5,18,3.85,54.59,4.27,22.38,1
ORD,BOS,2637,6,4,4,45.61,58.58,2.73,3.21,1
CLT,PHX,633,5,3,8,48.15,13.63,6.69,0.62,1
DEN,PHX,1245,3,5,23,49.89,11.57,8.99,-3.45,1
DEN,PHX,1072,4,5,12,27.89,40.6,6.82,2.1,1
LAX,SEA,3871,7,5,11,60.45,24.88,8.32,-2.11,1
LAX,MSP,3936,4,5,18,40.02,1.45,5.69,20.85,1
DEN,BOS,3396,9,4,8,7.91,20.81,7.46,19.94,1
JFK,MSP,3350,11,4,9,59.78,48.4,9.07,19.31,1
ORD,IAH,3105,12,3,18,71.48,47.85,7.96,22.09,1
DFW,BOS,2298,10,4,9,4.5,29.68,9.19,30.74,0
LAX,SEA,3999,2,4,11,29.35,28.35,4.88,35.68,1
CLT,PHX,2423,5,1,13,36.56,34.77,9.14,1.52,1
CLT,MIA,3117,8,7,7,10.99,13.16,6.59,19.39,1
LAX,PHX,452,5,1,15,65.08,31.56,8.83,-6.08,1
DEN,DTW,1165,10,7,16,21.31,0.66,1.35,-3.99,1
ATL,PHX,3517,12,2,19,58.73,28.53,6.92,22.72,1
DFW,SEA,938,8,3,3,50.32,20.16,8.63,14.33,1
DFW,MSP,1329,8,7,5,44.85,40.49,2.57,27.92,1
LAX,BOS,3464,9,1,11,14.41,38.3,6.96,11.28,1
JFK,PHX,1539,10,3,17,16.55,22.85,8.42,-3.62,1
ATL,BOS,501,6,3,6,3.55,0.44,3.59,33.6,0
DFW,SFO,2795,12,5,4,18.05,15.14,4.65,-5.86,1
LAX,IAH,2177,4,6,9,25.91,38.0,6.13,-0.55,1
CLT,MSP,2963,12,6,5,62.49,4.34,5.67,3.85,1
DFW,BOS,3026,11,6,13,27.48,6.46,1.35,39.76,1
LAS,MIA,2515,3,3,5,56.6,38.82,1.89,10.84,1
ATL,IAH,3441,12,5,13,32.96,45.35,1.9,15.09,1
ATL,DTW,3257,5,2,11,58.87,19.29,3.36,28.48,1
LAS,DTW,750,6,2,21,73.22,29.38,3.21,21.82,1
ORD,MIA,1678,3,6,11,17.99,56.74,7.68,32.07,1
CLT,PHX,3922,2,2,7,64.68,56.73,6.15,14.32,1
LAS,IAH,1515,7,5,9,46.64,18.45,7.88,38.61,1
DEN,BOS,1787,11,6,15,61.3,48.6,1.63,29.84,1
DEN,IAH,2022,5,7,19,48.87,35.64,5.37,10.07,1
LAX,PHX,2024,9,7,7,31.8,58.53,3.91,9.06,1
ATL,SEA,1364,3,5,8,17.11,28.66,8.65,36.47,1
ORD,MSP,3417,8,2,12,5.25,46.48,7.37,24.22,1
ORD,MIA,3696,6,6,19,40.16,46.09,8.82,21.07,1
DFW,PHX,513,4,7,16,74.27,29.85,1.42,27.89,1
DFW,SEA,383,12,5,18,55.35,47.74,7.49,18.04,1
LAS,IAH,1887,12,4,16,24.55,15.66,5.86,-2.04,1
ORD,IAH,912,9,7,6,62.04,7.34,8.43,5.96,1
LAS,PHX,2375,5,4,0,57.67,25.51,5.56,17.9,1
CLT,BOS,1510,10,5,19,21.12,56.62,5.86,-9.09,1
LAS,IAH,3524,6,5,13,1.07,30.04,1.47,11.87,1
DFW,BOS,2947,9,1,16,8.86,38.12,7.02,27.79,1
ATL,BOS,2633,7,7,12,65.8,37.45,3.46,-1.79,1
LAS,MSP,3501,12,1,1,62.74,7.95,1.18,-6.77,1
JFK,BOS,470,5,3,13,22.14,23.42,1.6,31.8,1
ATL,SFO,1994,2,7,0,21.39,42.42,9.62,20.86,1
ORD,MSP,1010,4,6,4,59.46,58.32,4.11,-1.17,1
ORD,SEA,2662,2,3,6,70.33,10.08,8.81,30.32,1
LAS,SEA,397,3,3,18,58.44,24.63,9.64,22.91,1
ATL,IAH,3594,10,2,13,45.42,5.71,9.49,6.71,1
DFW,IAH,1279,12,4,23,18.2,14.54,8.94,8.81,1
DFW,BOS,3078,3,2,13,39.43,22.61,9.05,-2.21,1
DEN,MSP,1426,4,6,14,17.51,32.44,3.6,31.76,1
ORD,MSP,1844,6,5,4,60.6,13.83,2.36,15.45,1
LAX,SFO,827,12,1,4,29.02,13.65,6.75,17.85,1
DEN,BOS,803,3,6,20,62.53,46.67,5.39,34.17,1
DFW,SFO,1361,10,5,23,28.62,57.76,1.89,-9.21,1
ATL,DTW,1645,1,6,1,61.81,19.42,7.1,-6.65,1
CLT,BOS,1280,1,5,17,25.0,41.28,6.07,-1.92,1
DFW,MIA,1785,9,7,23,33.01,15.48,8.77,-8.5,1
ATL,MIA,3257,9,1,8,46.16,55.68,6.48,22.91,1
DEN,PHX,2318,5,5,9,5.27,40.37,6.17,21.69,1
ORD,BOS,1110,9,3,17,71.12,48.16,4.97,0.54,1
DFW,MSP,793,11,6,3,43.02,2.96,5.17,-2.53,1
LAS,IAH,1595,7,1,7,38.09,35.91,9.59,-2.72,1
ATL,SEA,3888,9,5,17,62.95,31.66,2.25,37.66,1
ORD,PHX,799,12,3,19,64.93,17.58,5.02,24.68,1
CLT,IAH,713,7,3,16,39.17,15.75,6.9,19.27,1
CLT,MIA,2095,9,7,15,69.54,34.8,4.9,6.12,1
LAX,BOS,2331,2,4,17,4.86,42.39,3.55,11.65,1
ATL,PHX,3241,11,3,6,8.49,1.99,3.59,-5.53,1
DEN,BOS,1266,11,2,0,44.76,34.04,3.1,39.91,1
LAX,MIA,3937,8,1,0,26.55,10.23,4.1,27.75,1
LAX,PHX,3086,7,1,17,34.82,8.42,8.85,21.07,1
JFK,MIA,2157,6,1,3,24.61,37.39,5.55,19.39,1
DFW,SFO,2853,5,5,22,30.35,18.65,3.16,15.22,1
ATL,MIA,1009,4,6,19,61.7,26.45,4.46,2.87,1
LAX,MSP,2380,7,5,20,44.51,21.6,1.95,1.32,1
JFK,MSP,3666,3,2,19,74.8,38.9,9.14,17.48,1
DEN,BOS,1288,8,6,3,59.02,28.21,4.67,-6.49,1
ORD,SEA,489,2,7,5,20.52,57.81,9.82,-6.28,1
LAS,MIA,2623,1,3,2,19.83,21.14,4.13,18.04,1
LAS,IAH,968,11,5,5,25.19,44.42,8.53,35.99,1
ATL,MSP,2714,2,6,12,63.24,15.44,3.31,35.71,1
LAX,DTW,3484,9,3,22,2.05,30.53,1.69,-9.46,1
LAS,SEA,3419,5,6,6,17.26,33.15,1.29,-4.63,1
DFW,SFO,3844,11,3,23,67.87,19.75,6.46,19.15,1
LAS,PHX,670,8,6,3,47.99,28.31,3.8,32.42,1
LAS,PHX,2396,3,5,0,17.01,16.76,4.99,37.72,1
LAS,MSP,287,7,5,5,16.44,0.36,8.37,33.03,0
CLT,SEA,3595,2,2,23,64.7,12.94,3.23,23.88,1
JFK,MSP,2643,8,7,4,67.03,42.0,3.78,0.03,1
LAX,PHX,989,7,7,12,19.21,46.26,8.61,-6.37,1
DFW,DTW,3675,12,4,18,31.54,16.81,5.43,-7.62,1
LAX,MIA,3353,5,1,3,62.59,24.48,8.45,20.6,1
CLT,SEA,1864,12,5,23,57.83,2.24,4.37,-8.19,1
ATL,BOS,1509,11,5,5,61.04,14.22,4.59,26.96,1
ATL,MIA,3653,4,3,12,38.88,46.75,2.5,25.62,1
ATL,MIA,1064,1,4,4,68.37,36.36,9.25,-6.02,1
DEN,MIA,1493,5,7,12,24.45,12.35,9.07,35.33,1
LAS,BOS,3563,12,5,9,11.75,15.45,9.86,16.1,1
DEN,DTW,3724,9,6,2,53.15,49.01,4.62,35.22,1
JFK,SFO,3986,10,7,22,40.45,12.55,8.37,35.08,1
ATL,DTW,223,4,4,12,64.09,20.05,4.73,-0.15,1
CLT,DTW,3203,9,1,11,6.09,39.86,5.09,9.03,1
DFW,DTW,2086,12,6,3,63.28,33.67,8.47,-3.27,1
LAX,IAH,510,2,3,9,22.0,27.65,2.6,28.75,1
LAS,MSP,1684,4,2,2,49.11,53.98,2.98,15.21,1
ORD,PHX,1431,9,6,16,3.01,13.18,3.83,36.44,0
DFW,MSP,3988,4,7,8,45.72,44.49,8.09,0.41,1
LAS,SEA,2911,5,1,0,53.8,9.54,4.35,24.42,1
DEN,DTW,2685,11,6,17,27.66,36.94,4.22,39.46,1
DEN,SFO,3809,8,4,8,16.16,52.24,9.99,23.27,1
DFW,SEA,905,1,4,20,40.32,27.47,4.45,-6.56,1
DEN,MSP,1559,1,1,19,62.49,43.46,3.23,19.42,1
ATL,PHX,621,9,7,8,24.27,49.22,6.61,-1.01,1
JFK,BOS,1973,9,4,1,18.94,8.16,8.22,-8.47,0
LAX,MSP,2568,4,6,18,20.92,42.35,1.63,6.75,1
JFK,MIA,3768,2,2,15,71.18,55.19,6.57,3.31,1
LAS,MSP,2834,9,6,2,26.95,34.58,1.32,29.44,1
LAX,MIA,1146,4,2,15,0.27,11.17,5.74,8.68,0
CLT,BOS,1386,6,4,20,58.63,7.62,3.31,26.65,1
LAX,MSP,2034,12,6,12,52.45,15.58,3.76,-9.19,1
JFK,SFO,1764,1,4,2,9.64,6.21,5.2,-9.26,0
DFW,SFO,3436,12,7,9,73.87,30.8,9.34,-8.53,1
LAX,SEA,1048,9,2,21,45.6,4.18,7.4,0.97,1
CLT,BOS,3969,5,7,17,37.56,13.4,9.43,8.7,1
CLT,DTW,1789,3,4,5,28.67,26.39,6.94,20.39,1
CLT,SFO,1518,4,5,5,67.4,28.43,1.06,39.3,1
JFK,MSP,2289,1,3,17,18.3,33.92,3.39,7.72,1
LAX,BOS,2147,9,6,5,21.43,42.34,9.15,-7.22,1
ORD,PHX,1508,8,5,5,9.18,2.83,6.79,-0.25,0
DFW,MIA,3186,4,7,21,56.93,4.84,9.83,34.89,1
ATL,MSP,586,2,4,12,44.67,3.65,2.4,24.97,1
LAX,MIA,2235,9,4,13,45.68,25.39,3.67,29.51,1
CLT,MIA,1361,4,3,20,16.39,2.51,4.26,-3.79,1
ORD,DTW,3458,9,4,6,48.84,44.76,3.94,-3.25,1
ATL,BOS,2225,10,3,12,57.41,13.38,3.27,-4.39,1
ATL,BOS,3157,3,6,14,26.84,56.35,4.99,32.86,1
LAS,SEA,915,7,2,11,60.1,29.18,6.78,0.5,1
LAX,MIA,2678,7,3,20,26.16,26.78,3.8,22.16,1
JFK,SEA,2801,10,3,0,56.86,46.83,1.72,15.81,1
LAX,DTW,3687,4,5,2,2.53,42.79,7.38,17.22,1
ORD,MIA,3047,2,4,17,41.34,36.44,5.13,-0.23,1
ATL,SEA,625,11,6,21,72.71,56.11,6.01,21.76,1
LAX,SEA,1639,9,2,7,73.59,25.34,5.1,-7.84,1
JFK,PHX,2273,4,1,1,21.13,48.51,9.01,39.67,1
LAS,SEA,3642,8,7,3,33.1,22.81,6.03,-8.66,1
LAX,BOS,584,2,3,17,4.72,50.3,9.31,-7.49,1
DFW,SEA,255,8,1,12,65.5,15.57,5.6,6.23,1
LAS,MIA,3524,11,4,14,42.64,17.36,3.63,31.58,1
JFK,SEA,2881,10,7,1,28.88,40.67,4.2,2.86,1
ORD,SFO,305,5,3,9,8.46,12.76,5.7,13.6,0
ATL,IAH,3401,7,1,1,71.01,13.75,5.77,-9.1,1
LAX,MIA,3096,7,5,20,39.77,18.32,7.19,-6.06,1
JFK,SFO,869,12,1,11,21.22,40.74,3.02,20.4,1
LAS,DTW,575,9,7,4,26.27,53.36,6.93,-0.28,1
DFW,MIA,942,3,5,11,20.3,40.47,8.01,24.71,1
JFK,BOS,1166,10,7,22,45.14,49.67,7.09,29.27,1
DEN,IAH,507,4,2,0,69.75,32.61,5.34,32.52,1
CLT,IAH,2338,10,4,1,64.25,4.14,9.93,-3.31,1
DFW,BOS,3664,4,6,15,34.53,6.03,4.64,12.78,1
LAS,IAH,3805,10,1,21,61.99,33.26,1.96,37.35,1
ORD,BOS,1001,5,3,1,31.73,19.67,8.39,28.6,1
ATL,SFO,309,6,7,15,18.92,13.23,2.91,-4.15,1
LAS,DTW,3832,3,7,19,73.76,27.98,7.42,15.13,1
CLT,PHX,1864,4,4,15,22.79,39.99,2.61,36.12,1
ORD,MIA,2832,3,1,5,24.28,23.1,1.15,12.0,1
LAX,BOS,539,2,3,12,74.23,48.15,2.44,31.87,1
JFK,MIA,1788,10,3,11,10.04,44.31,4.39,14.79,1
DEN,DTW,1178,12,7,22,57.04,44.09,1.96,-4.66,1
DFW,SFO,2603,9,6,9,70.19,59.11,2.78,-2.61,1
DFW,PHX,2115,1,7,4,38.38,17.71,7.88,-7.67,1
JFK,DTW,367,2,6,7,0.19,38.68,7.93,-0.23,1
DEN,SFO,756,8,7,5,28.13,51.33,8.36,34.68,1
JFK,IAH,3723,7,7,4,8.37,34.77,8.57,22.51,1
LAX,MIA,1104,12,3,19,31.21,47.37,4.78,26.94,1
CLT,MSP,304,1,6,21,59.25,24.87,8.81,21.08,1
ORD,PHX,2247,5,3,5,32.9,35.43,5.73,9.33,1
LAS,IAH,2397,10,1,21,32.39,3.34,5.24,0.84,1
DFW,DTW,345,6,7,16,41.76,59.15,7.47,36.28,1
LAX,PHX,2963,5,2,5,43.63,48.0,2.92,15.74,1
ORD,IAH,1073,4,6,16,64.22,52.13,8.11,14.05,1
LAX,SFO,498,1,5,4,23.13,41.66,4.87,39.81,1
DEN,BOS,3438,7,5,22,61.63,11.16,2.15,9.2,1
DFW,MIA,1936,9,5,16,42.45,1.86,2.07,32.71,1
LAS,SEA,845,6,2,16,22.54,51.88,2.48,33.12,1
JFK,SEA,2970,3,3,12,22.13,23.78,9.02,1.63,1
JFK,SFO,3319,10,3,21,27.09,15.83,9.92,-5.26,1
ORD,DTW,837,4,4,6,46.7,33.7,4.21,38.78,1
LAS,MIA,2486,10,5,21,17.31,25.25,3.63,11.29,1
CLT,DTW,3278,5,5,20,69.03,39.1,2.97,-9.89,1
ATL,MIA,2711,12,3,5,43.12,29.03,8.41,14.95,1
DEN,SFO,2700,12,5,13,69.0,41.83,2.88,20.97,1
ORD,MIA,983,1,3,15,3.48,51.21,9.32,28.8,1
ATL,BOS,1096,5,7,2,25.7,11.73,7.01,37.15,1
LAX,DTW,570,1,7,8,1.71,19.77,9.07,35.76,1
DEN,SFO,3820,9,3,14,20.42,26.21,5.99,37.01,1
LAX,BOS,686,7,6,20,64.65,57.72,7.22,-8.39,1
CLT,MIA,3482,3,3,17,2.75,21.92,6.58,25.59,1
LAS,SFO,2237,9,1,9,32.71,22.87,8.48,1.29,1
DFW,MIA,2412,2,1,9,8.82,39.21,8.52,-0.62,1
DEN,DTW,3396,12,1,22,31.26,25.15,6.31,30.02,1
ATL,SFO,1560,7,1,2,62.91,57.07,6.69,10.86,1
CLT,MIA,391,9,2,0,46.73,53.67,9.3,35.83,1
DFW,DTW,929,6,4,2,55.26,30.8,9.37,-7.88,1
JFK,BOS,2461,10,4,4,26.18,38.69,6.98,30.11,1
ATL,MSP,2821,5,3,6,70.83,3.48,1.07,-3.16,1
ORD,BOS,3599,12,7,2,53.19,41.74,1.94,-1.17,1
JFK,MIA,1156,7,5,3,31.63,42.43,8.72,13.87,1
CLT,SFO,580,6,1,16,31.98,21.55,1.76,9.78,1
JFK,SEA,2920,5,4,2,68.9,13.18,2.92,14.31,1
ORD,BOS,3849,2,4,22,43.23,54.9,3.07,37.0,1
DEN,BOS,997,8,1,3,52.98,25.6,6.4,22.87,1
JFK,DTW,438,7,7,1,31.28,39.22,6.19,4.52,1
LAS,IAH,3803,6,2,13,16.78,2.0,3.6,-1.35,1
ATL,SEA,2947,5,2,4,54.27,24.84,2.87,11.0,1
DFW,MIA,1305,5,4,20,45.59,49.04,7.88,12.58,1
JFK,MSP,1586,9,2,1,37.6,23.25,9.42,20.06,1
ATL,SFO,2752,1,6,14,46.8,36.19,1.48,3.3,1
LAX,IAH,2449,9,1,10,15.62,12.59,2.2,28.38,1
ATL,MIA,3167,6,7,21,59.55,24.99,6.78,-5.08,1
DFW,PHX,1727,4,4,9,71.11,55.66,8.24,18.02,1
ATL,MSP,1867,10,1,19,66.83,33.99,8.12,21.18,1
ORD,BOS,236,7,2,0,24.11,54.12,7.48,0.34,1
CLT,PHX,2891,9,1,18,30.45,54.12,8.99,31.3,1
DFW,BOS,3860,5,2,13,60.63,56.65,2.96,20.77,1
CLT,BOS,3872,5,7,22,44.63,53.72,1.97,22.29,1
DEN,PHX,2196,8,2,21,41.09,0.2,6.54,14.89,1
CLT,MSP,1625,7,1,13,69.5,56.04,8.4,35.48,1
LAX,DTW,3012,8,7,0,40.2,8.25,6.24,24.7,1
ORD,PHX,2953,11,2,8,38.62,2.4,9.67,9.09,1
DEN,MIA,3447,12,6,16,3.15,3.32,8.16,1.93,1
ATL,IAH,2792,10,3,13,5.21,20.93,7.31,-6.45,1
DFW,IAH,3841,2,1,12,0.56,37.25,1.54,-1.73,1
LAX,PHX,1690,9,3,12,68.49,24.14,1.97,39.63,1
ORD,MIA,1424,3,1,5,30.63,1.53,8.06,10.34,1
DEN,DTW,2787,6,2,6,35.14,28.59,2.78,34.93,1
DEN,IAH,3818,6,2,1,63.4,26.53,1.26,-1.47,1
LAX,MIA,3264,2,7,7,45.69,45.41,9.2,11.27,1
LAS,DTW,2222,12,4,23,45.71,16.78,9.02,38.03,1
ATL,MIA,3908,7,6,5,22.24,13.05,2.97,-5.44,1
LAX,BOS,2641,9,4,2,62.54,15.36,8.02,19.7,1
DEN,IAH,1032,12,3,17,12.44,18.22,1.43,35.96,0
JFK,DTW,3313,10,2,17,3.99,35.95,3.57,37.48,1
ORD,IAH,796,11,4,21,14.37,28.29,6.61,32.3,1
LAX,BOS,2640,1,2,22,20.08,20.21,7.87,32.8,1
LAS,PHX,899,8,1,5,21.17,22.46,1.09,22.61,1
DEN,BOS,1846,2,4,10,50.29,22.26,3.94,1.02,1
ATL,IAH,2218,1,3,2,16.34,58.34,2.93,26.53,1
CLT,IAH,640,8,7,15,50.75,13.98,9.99,38.92,1
DEN,MSP,2060,2,4,4,6.83,49.08,7.04,16.3,1
ATL,DTW,1840,6,2,23,11.04,42.49,4.65,3.03,1
LAX,PHX,1729,6,5,21,38.16,0.33,1.68,18.67,1
ATL,BOS,3165,5,5,1,69.14,59.59,6.39,24.53,1
DFW,DTW,2567,8,7,14,64.47,45.39,6.78,0.41,1
DFW,SFO,2800,3,7,15,72.66,40.95,8.35,25.96,1
DFW,DTW,3486,10,6,6,48.79,24.32,3.6,19.37,1
LAS,SFO,1294,4,7,15,50.69,33.31,9.83,20.62,1
LAS,PHX,767,7,2,23,46.88,15.2,4.96,5.3,1
