State,City,Vehicle_Type,Weather,Road_Type,Time,Year,Total_Accidents,Fatal_Accidents,Accident_Severity
Karnataka,Chennai,Car,Rainy,Urban,Morning,2022,27649,9244,3
Delhi,Kolkata,Auto,Rainy,Rural,Evening,2021,49738,2006,1
Uttar Pradesh,Mumbai,Bike,Foggy,Urban,Night,2018,22852,1260,2
Rajasthan,Chennai,Van,Dusty,Urban,Evening,2020,32257,2884,2
Uttar Pradesh,Jaipur,Car,Rainy,Highway,Night,2021,41852,3934,2
Gujarat,Bangalore,Bike,Clear,Urban,Afternoon,2019,31904,6086,3
West Bengal,Chennai,Truck,Rainy,Rural,Evening,2018,9447,8994,3
Maharashtra,Patna,Van,Rainy,Urban,Evening,2019,6803,6437,3
West Bengal,Mumbai,Van,Clear,Urban,Night,2018,8443,7045,3
Rajasthan,Kochi,Bus,Dusty,Highway,Evening,2020,48919,3508,2
Kerala,Mumbai,Car,Clear,Highway,Afternoon,2021,42242,1096,1
Kerala,Lucknow,Bike,Clear,Urban,Night,2020,37909,6049,3
Gujarat,Kochi,Car,Foggy,Urban,Afternoon,2020,6280,4927,3
Rajasthan,New Delhi,Truck,Rainy,Urban,Night,2021,14794,8878,3
Bihar,Mumbai,Truck,Dusty,Highway,Evening,2021,38908,3084,2
Bihar,Lucknow,Van,Rainy,Highway,Night,2020,6683,2969,3
Bihar,Mumbai,Van,Dusty,Rural,Morning,2019,8433,2823,3
Maharashtra,Chennai,Bike,Clear,Rural,Night,2021,17374,1104,2
Maharashtra,Ahmedabad,Auto,Foggy,Rural,Evening,2020,20873,1875,2
Bihar,Ahmedabad,Car,Clear,Rural,Afternoon,2020,17082,1214,2
Kerala,Lucknow,Car,Rainy,Highway,Afternoon,2020,41830,4820,2
Rajasthan,Mumbai,Truck,Foggy,Highway,Morning,2019,12878,7607,3
Delhi,Lucknow,Car,Foggy,Urban,Night,2022,9090,712,2
Rajasthan,New Delhi,Bike,Rainy,Rural,Night,2022,17343,7477,3
Bihar,Ahmedabad,Bus,Dusty,Urban,Afternoon,2021,31444,1503,1
Rajasthan,Patna,Van,Foggy,Urban,Afternoon,2022,23816,110,1
Karnataka,Kochi,Truck,Dusty,Highway,Evening,2018,31308,2097,2
Maharashtra,Kolkata,Van,Dusty,Urban,Morning,2021,24347,8207,3
Maharashtra,Chennai,Van,Dusty,Urban,Afternoon,2021,11938,7882,3
Kerala,Patna,Van,Foggy,Highway,Night,2020,37936,7862,3
Delhi,Patna,Bus,Clear,Highway,Afternoon,2018,1793,654,3
Bihar,Bangalore,Car,Foggy,Highway,Evening,2022,11451,9055,3
West Bengal,Patna,Auto,Clear,Highway,Night,2021,11083,4746,3
Kerala,Kochi,Van,Foggy,Rural,Evening,2018,18082,854,1
Kerala,Kochi,Bike,Clear,Rural,Evening,2019,25545,3255,2
Delhi,Chennai,Van,Clear,Rural,Evening,2019,21818,8628,3
Uttar Pradesh,Lucknow,Van,Foggy,Urban,Morning,2020,23813,8346,3
Bihar,Jaipur,Car,Dusty,Rural,Night,2018,43424,1216,1
West Bengal,Jaipur,Bike,Dusty,Highway,Night,2021,13806,4303,3
Maharashtra,Mumbai,Car,Clear,Rural,Evening,2019,15882,7094,3
Delhi,Mumbai,Van,Rainy,Highway,Morning,2019,27661,3521,2
West Bengal,Kolkata,Car,Rainy,Rural,Afternoon,2022,39541,6652,3
Karnataka,Kochi,Car,Foggy,Rural,Night,2022,42633,2893,2
Kerala,Mumbai,Truck,Foggy,Highway,Afternoon,2018,27750,5427,3
Delhi,Bangalore,Bus,Foggy,Highway,Night,2022,8857,5045,3
Maharashtra,Mumbai,Auto,Rainy,Urban,Evening,2018,7916,4684,3
Rajasthan,New Delhi,Bus,Dusty,Urban,Night,2021,44189,9113,3
Maharashtra,New Delhi,Bus,Foggy,Urban,Evening,2021,34959,4268,2
Karnataka,Bangalore,Bike,Foggy,Rural,Night,2021,44082,2967,2
Delhi,Patna,Truck,Dusty,Rural,Evening,2022,45798,547,1
Karnataka,New Delhi,Truck,Clear,Highway,Afternoon,2022,2915,7049,3
Bihar,Jaipur,Car,Foggy,Highway,Afternoon,2020,23726,8079,3
Bihar,Jaipur,Bus,Rainy,Urban,Afternoon,2019,9318,8122,3
Rajasthan,New Delhi,Auto,Rainy,Highway,Night,2021,2805,7502,3
Kerala,Mumbai,Bike,Foggy,Rural,Morning,2022,44866,7993,3
Uttar Pradesh,Kolkata,Truck,Rainy,Highway,Afternoon,2019,23234,3387,2
Tamil Nadu,Kolkata,Car,Dusty,Highway,Night,2021,34399,265,1
West Bengal,Jaipur,Auto,Clear,Highway,Evening,2021,34912,533,1
Karnataka,New Delhi,Bus,Clear,Highway,Morning,2019,2794,1919,3
West Bengal,Patna,Auto,Foggy,Highway,Morning,2019,16085,4265,3
Rajasthan,Chennai,Truck,Foggy,Urban,Morning,2022,29349,8834,3
West Bengal,Mumbai,Bike,Clear,Urban,Afternoon,2019,3717,2332,3
West Bengal,Mumbai,Bus,Clear,Rural,Afternoon,2019,38464,9965,3
Maharashtra,Kolkata,Bike,Foggy,Urban,Afternoon,2022,2585,239,2
Delhi,New Delhi,Van,Rainy,Highway,Afternoon,2021,13179,3434,3
Kerala,Lucknow,Auto,Foggy,Urban,Evening,2019,13379,4351,3
Tamil Nadu,Ahmedabad,Auto,Dusty,Rural,Night,2020,7303,9795,3
Delhi,New Delhi,Car,Foggy,Urban,Morning,2018,30639,8055,3
Maharashtra,Bangalore,Bus,Foggy,Rural,Night,2019,27917,4516,3
West Bengal,New Delhi,Auto,Foggy,Rural,Morning,2019,26006,6381,3
Tamil Nadu,Mumbai,Truck,Foggy,Rural,Morning,2018,4716,8182,3
Maharashtra,Chennai,Van,Foggy,Highway,Morning,2020,49988,8493,3
Maharashtra,Bangalore,Truck,Foggy,Rural,Morning,2021,32909,4285,2
Maharashtra,Kolkata,Bike,Rainy,Urban,Evening,2020,47365,5668,2
Bihar,Kochi,Van,Foggy,Urban,Evening,2018,11423,1569,2
Tamil Nadu,Kochi,Van,Clear,Urban,Morning,2019,20332,4996,3
Maharashtra,Lucknow,Truck,Foggy,Rural,Morning,2021,49378,1085,1
Uttar Pradesh,Kolkata,Auto,Rainy,Rural,Afternoon,2020,35684,3653,2
West Bengal,Patna,Truck,Dusty,Highway,Morning,2020,22815,8968,3
Tamil Nadu,Jaipur,Bus,Clear,Rural,Night,2021,41513,4848,2
Bihar,Lucknow,Bike,Foggy,Urban,Evening,2020,26228,8129,3
Karnataka,Kochi,Van,Foggy,Highway,Night,2018,4876,3149,3
Karnataka,Jaipur,Bus,Clear,Urban,Afternoon,2021,14147,1989,2
Kerala,Patna,Auto,Foggy,Highway,Evening,2018,45804,1928,1
Gujarat,Kolkata,Auto,Rainy,Rural,Afternoon,2021,40432,7297,3
Uttar Pradesh,Jaipur,Truck,Foggy,Highway,Afternoon,2018,18690,7481,3
Karnataka,Kolkata,Car,Dusty,Rural,Night,2019,17470,9055,3
Bihar,Patna,Van,Rainy,Rural,Morning,2019,37720,6411,3
Gujarat,Ahmedabad,Van,Foggy,Urban,Evening,2020,986,4850,3
Maharashtra,Bangalore,Car,Dusty,Rural,Evening,2021,24438,1459,2
Maharashtra,Jaipur,Auto,Clear,Rural,Morning,2021,2208,184,2
Rajasthan,Jaipur,Auto,Rainy,Rural,Night,2018,30571,9157,3
West Bengal,Kolkata,Van,Foggy,Urban,Afternoon,2020,13856,3275,3
Gujarat,Kolkata,Bike,Foggy,Rural,Night,2020,47014,1241,1
West Bengal,Jaipur,Van,Clear,Urban,Afternoon,2021,37274,1161,1
Bihar,Kolkata,Auto,Clear,Highway,Evening,2019,21511,6724,3
Uttar Pradesh,Chennai,Auto,Rainy,Urban,Morning,2021,19914,4331,3
Gujarat,Chennai,Bike,Rainy,Urban,Morning,2021,37570,8367,3
Karnataka,Ahmedabad,Bus,Rainy,Rural,Evening,2022,49541,6538,2
Uttar Pradesh,Ahmedabad,Bus,Foggy,Urban,Afternoon,2018,32359,415,1
Rajasthan,Ahmedabad,Bike,Foggy,Highway,Night,2018,26887,8788,3
West Bengal,Kochi,Bike,Rainy,Urban,Afternoon,2022,17821,9247,3
West Bengal,Kochi,Bus,Foggy,Rural,Morning,2020,6739,8912,3
Uttar Pradesh,New Delhi,Bus,Clear,Highway,Night,2018,32767,3739,2
Maharashtra,Lucknow,Bus,Dusty,Rural,Night,2020,35299,8309,3
West Bengal,Bangalore,Bus,Foggy,Rural,Afternoon,2019,19755,4627,3
Rajasthan,Chennai,Van,Rainy,Urban,Afternoon,2020,25958,8907,3
Karnataka,Patna,Van,Foggy,Rural,Afternoon,2018,39167,248,1
Tamil Nadu,Bangalore,Truck,Clear,Highway,Night,2020,10700,4635,3
Karnataka,Bangalore,Bike,Rainy,Highway,Evening,2019,4136,4414,3
Karnataka,Patna,Car,Dusty,Highway,Night,2022,11249,6249,3
West Bengal,Mumbai,Truck,Rainy,Highway,Morning,2018,38189,8962,3
Delhi,Jaipur,Car,Rainy,Urban,Evening,2019,4363,3781,3
Maharashtra,Lucknow,Car,Rainy,Highway,Evening,2021,47456,7082,2
West Bengal,New Delhi,Auto,Foggy,Urban,Afternoon,2022,41520,9310,3
Maharashtra,Ahmedabad,Bike,Dusty,Rural,Night,2022,38516,3042,2
Bihar,Patna,Van,Clear,Rural,Morning,2018,27212,9566,3
Delhi,Kochi,Truck,Foggy,Urban,Night,2019,2517,9794,3
West Bengal,Ahmedabad,Bike,Dusty,Rural,Afternoon,2021,28225,6105,3
Kerala,Kolkata,Bus,Dusty,Rural,Night,2019,20695,5660,3
Karnataka,Patna,Bike,Foggy,Highway,Morning,2020,49721,983,1
Bihar,Ahmedabad,Car,Rainy,Rural,Afternoon,2018,5280,2771,3
Delhi,Jaipur,Van,Dusty,Rural,Night,2020,23420,9844,3
West Bengal,Jaipur,Bus,Clear,Urban,Morning,2020,44131,5286,2
Rajasthan,Jaipur,Bike,Foggy,Highway,Morning,2022,16244,6046,3
Uttar Pradesh,Ahmedabad,Bike,Dusty,Rural,Afternoon,2022,8124,2662,3
Uttar Pradesh,Jaipur,Van,Clear,Rural,Afternoon,2020,38539,2001,2
Maharashtra,Chennai,Car,Clear,Urban,Evening,2019,26671,8446,3
Delhi,Kochi,Bus,Clear,Rural,Evening,2018,19397,7780,3
Karnataka,New Delhi,Car,Clear,Highway,Morning,2018,37637,5554,2
Karnataka,Patna,Van,Foggy,Highway,Afternoon,2019,22351,487,1
Tamil Nadu,Bangalore,Bike,Clear,Highway,Afternoon,2020,7925,103,1
Uttar Pradesh,Ahmedabad,Truck,Foggy,Urban,Night,2018,17116,9276,3
Bihar,Ahmedabad,Truck,Clear,Highway,Night,2022,1687,2527,3
Delhi,Kochi,Auto,Clear,Highway,Night,2021,5923,1134,3
Karnataka,Mumbai,Truck,Foggy,Highway,Night,2022,38248,815,1
Tamil Nadu,Lucknow,Van,Rainy,Highway,Evening,2019,7499,7986,3
Delhi,Kolkata,Van,Dusty,Highway,Night,2021,5398,1632,3
Gujarat,Patna,Van,Dusty,Highway,Afternoon,2018,5305,6428,3
Karnataka,Mumbai,Bus,Foggy,Urban,Morning,2018,30267,9469,3
Gujarat,Kolkata,Auto,Clear,Highway,Morning,2021,8605,2002,3
Delhi,Lucknow,Bus,Foggy,Rural,Morning,2018,6425,1021,3
Karnataka,Bangalore,Truck,Clear,Urban,Evening,2021,31373,793,1
Gujarat,Ahmedabad,Truck,Foggy,Rural,Morning,2020,48914,8958,3
Kerala,Jaipur,Bike,Dusty,Rural,Evening,2019,10993,1351,2
Tamil Nadu,Kochi,Bus,Foggy,Highway,Evening,2022,33959,201,1
Bihar,Patna,Car,Dusty,Rural,Morning,2021,47023,5913,2
Uttar Pradesh,Kochi,Bike,Dusty,Rural,Evening,2021,33275,1900,2
Tamil Nadu,New Delhi,Bus,Dusty,Rural,Night,2020,48816,171,1
Gujarat,Bangalore,Van,Foggy,Highway,Night,2022,35350,7766,3
Karnataka,New Delhi,Auto,Rainy,Highway,Night,2020,2203,983,3
Kerala,Lucknow,Bus,Foggy,Highway,Evening,2020,5727,3149,3
Kerala,Lucknow,Auto,Foggy,Urban,Night,2019,44839,4003,2
Uttar Pradesh,Chennai,Auto,Rainy,Highway,Morning,2018,8831,7508,3
Kerala,Lucknow,Truck,Rainy,Highway,Morning,2022,43662,8056,3
Tamil Nadu,Mumbai,Car,Dusty,Rural,Evening,2020,1158,1533,3
West Bengal,Mumbai,Bus,Clear,Highway,Evening,2018,29484,7922,3
Kerala,Jaipur,Car,Clear,Rural,Night,2018,5161,5646,3
Uttar Pradesh,Ahmedabad,Auto,Dusty,Highway,Afternoon,2018,30722,5948,3
Kerala,Kochi,Truck,Foggy,Highway,Morning,2018,14034,9994,3
Kerala,Ahmedabad,Car,Clear,Highway,Afternoon,2019,36705,5747,3
Rajasthan,Ahmedabad,Bike,Foggy,Highway,Night,2019,25477,6790,3
Tamil Nadu,Mumbai,Auto,Rainy,Highway,Evening,2020,33055,3311,2
Gujarat,Kochi,Bike,Rainy,Highway,Night,2018,8014,8219,3
Maharashtra,Jaipur,Van,Dusty,Highway,Afternoon,2020,49497,8019,3
West Bengal,Bangalore,Car,Foggy,Rural,Night,2021,39795,407,1
Kerala,Chennai,Car,Dusty,Urban,Evening,2019,1351,4587,3
Bihar,Mumbai,Car,Clear,Urban,Afternoon,2019,35976,186,1
Kerala,New Delhi,Van,Clear,Highway,Night,2022,4368,9454,3
Rajasthan,Chennai,Bus,Clear,Urban,Evening,2021,11870,5598,3
Gujarat,Bangalore,Auto,Foggy,Rural,Night,2019,40777,7310,3
Bihar,Lucknow,Auto,Dusty,Rural,Night,2018,9034,965,2
West Bengal,Ahmedabad,Auto,Dusty,Rural,Evening,2018,16183,8444,3
Bihar,Patna,Bus,Clear,Urban,Evening,2018,2286,6715,3
Tamil Nadu,Jaipur,Car,Dusty,Urban,Night,2020,13363,2811,3
Uttar Pradesh,Ahmedabad,Car,Rainy,Urban,Morning,2019,42241,717,1
Uttar Pradesh,Lucknow,Van,Rainy,Highway,Night,2020,4248,9810,3
West Bengal,Bangalore,Bike,Rainy,Rural,Evening,2019,39914,4021,2
Gujarat,New Delhi,Bus,Rainy,Rural,Morning,2022,23593,1037,1
Uttar Pradesh,Jaipur,Truck,Dusty,Highway,Evening,2020,34606,1714,1
Delhi,Jaipur,Bus,Rainy,Urban,Night,2019,38574,5330,2
Rajasthan,Bangalore,Van,Rainy,Rural,Afternoon,2022,37064,7535,3
West Bengal,Chennai,Bike,Rainy,Urban,Evening,2019,30622,2624,2
West Bengal,Kolkata,Bike,Rainy,Highway,Evening,2021,17575,3831,3
Maharashtra,Ahmedabad,Bike,Rainy,Urban,Afternoon,2020,37146,6630,3
Maharashtra,Chennai,Car,Foggy,Highway,Evening,2018,4416,3507,3
Tamil Nadu,Mumbai,Truck,Foggy,Urban,Evening,2022,33926,3754,2
Tamil Nadu,Bangalore,Bike,Rainy,Highway,Evening,2022,30871,1364,1
Maharashtra,Mumbai,Auto,Rainy,Rural,Afternoon,2018,22303,4423,3
Uttar Pradesh,New Delhi,Car,Dusty,Highway,Night,2022,39201,1785,1
Karnataka,Chennai,Truck,Rainy,Urban,Evening,2018,18587,9266,3
West Bengal,Patna,Auto,Clear,Rural,Morning,2018,11944,4268,3
Delhi,Kolkata,Truck,Foggy,Urban,Night,2019,22444,1652,2
West Bengal,Bangalore,Van,Rainy,Urban,Night,2020,33670,4418,2
Kerala,Bangalore,Truck,Foggy,Highway,Morning,2021,16321,5745,3
Gujarat,Kolkata,Auto,Rainy,Highway,Morning,2022,8927,584,2
Rajasthan,Jaipur,Bus,Clear,Urban,Morning,2019,33873,5904,3
Karnataka,Lucknow,Truck,Rainy,Highway,Afternoon,2021,25298,6509,3
Delhi,New Delhi,Bus,Foggy,Urban,Evening,2021,30087,9273,3
Kerala,Chennai,Truck,Foggy,Highway,Night,2022,33890,6459,3
Tamil Nadu,Bangalore,Van,Foggy,Highway,Morning,2022,27185,6997,3
Delhi,Bangalore,Auto,Dusty,Urban,Evening,2019,25314,7449,3
Maharashtra,Kolkata,Truck,Foggy,Rural,Evening,2022,6345,5348,3
West Bengal,Patna,Bike,Rainy,Highway,Afternoon,2021,6208,2712,3
Delhi,Kolkata,Van,Clear,Urban,Night,2022,23585,6083,3
Gujarat,Kolkata,Bike,Clear,Rural,Evening,2019,23783,3891,3
Bihar,Ahmedabad,Van,Rainy,Highway,Morning,2019,10265,8374,3
Tamil Nadu,Chennai,Van,Dusty,Highway,Morning,2019,29778,3196,2
Rajasthan,Jaipur,Truck,Rainy,Urban,Afternoon,2022,39774,7700,3
Rajasthan,Kolkata,Auto,Foggy,Highway,Morning,2020,26240,5293,3
Delhi,Patna,Auto,Dusty,Urban,Morning,2019,13359,5863,3
Bihar,Jaipur,Car,Rainy,Urban,Afternoon,2020,9668,9979,3
West Bengal,Kochi,Auto,Dusty,Highway,Afternoon,2018,42419,2577,2
Kerala,Chennai,Bus,Clear,Rural,Morning,2019,22455,2089,2
Karnataka,Bangalore,Truck,Rainy,Highway,Night,2020,44638,6108,2
West Bengal,Kochi,Bike,Rainy,Rural,Night,2020,35602,9711,3
Kerala,Jaipur,Auto,Clear,Highway,Afternoon,2021,29162,9143,3
Karnataka,Jaipur,Bike,Dusty,Rural,Night,2020,20308,8751,3
Bihar,Chennai,Car,Clear,Highway,Night,2021,11976,7585,3
Karnataka,Lucknow,Truck,Dusty,Rural,Night,2020,49225,9903,3
West Bengal,Ahmedabad,Auto,Rainy,Rural,Afternoon,2020,17770,5661,3
Gujarat,Bangalore,Bike,Dusty,Highway,Night,2018,9385,6409,3
Delhi,Kochi,Van,Dusty,Highway,Morning,2020,8872,5671,3
Kerala,Kolkata,Auto,Foggy,Urban,Morning,2022,26264,6388,3
Gujarat,New Delhi,Car,Foggy,Rural,Afternoon,2022,20051,2614,2
Kerala,Lucknow,Van,Foggy,Highway,Night,2022,27518,3854,2
Delhi,Bangalore,Bike,Clear,Urban,Evening,2018,41189,7304,3
Uttar Pradesh,New Delhi,Bike,Clear,Highway,Evening,2020,4893,4607,3
Karnataka,Ahmedabad,Truck,Foggy,Rural,Morning,2018,23722,8677,3
Bihar,New Delhi,Truck,Rainy,Highway,Morning,2020,34457,3593,2
Uttar Pradesh,Kolkata,Bike,Rainy,Highway,Evening,2021,45195,4233,2
Uttar Pradesh,New Delhi,Van,Rainy,Urban,Afternoon,2018,37244,7485,3
Rajasthan,Lucknow,Truck,Clear,Highway,Night,2022,5504,3214,3
Maharashtra,Mumbai,Bike,Dusty,Urban,Evening,2022,44933,2265,2
West Bengal,Lucknow,Van,Clear,Rural,Night,2022,30973,2753,2
Gujarat,Kolkata,Bus,Foggy,Rural,Evening,2020,4578,9639,3
Gujarat,Kochi,Auto,Dusty,Highway,Morning,2020,43647,297,1
Gujarat,Mumbai,Bus,Rainy,Urban,Night,2018,22247,9797,3
Gujarat,Ahmedabad,Bus,Clear,Rural,Afternoon,2019,39377,6494,3
West Bengal,Lucknow,Auto,Clear,Highway,Night,2020,44834,9308,3
Uttar Pradesh,Mumbai,Bike,Foggy,Highway,Night,2019,27873,2615,2
West Bengal,Jaipur,Bike,Rainy,Highway,Evening,2019,18118,9123,3
Gujarat,Lucknow,Truck,Clear,Highway,Afternoon,2020,10344,9864,3
Maharashtra,Mumbai,Car,Clear,Highway,Morning,2018,33277,7770,3
Tamil Nadu,Chennai,Bike,Dusty,Urban,Night,2019,15732,8395,3
Delhi,Kochi,Auto,Clear,Highway,Night,2018,5548,2132,3
Gujarat,Bangalore,Car,Dusty,Highway,Evening,2018,20455,1357,2
Bihar,New Delhi,Auto,Clear,Highway,Morning,2020,7786,6316,3
Tamil Nadu,Mumbai,Auto,Rainy,Highway,Evening,2019,4202,5381,3
West Bengal,Bangalore,Auto,Foggy,Highway,Afternoon,2018,48510,5118,2
Bihar,Lucknow,Car,Rainy,Highway,Morning,2019,49064,436,1
Bihar,Bangalore,Bus,Foggy,Highway,Afternoon,2018,43767,5708,2
Kerala,Jaipur,Van,Clear,Rural,Evening,2020,29399,4392,2
Bihar,Patna,Auto,Rainy,Rural,Morning,2018,15280,1094,2
Gujarat,Patna,Truck,Dusty,Highway,Afternoon,2020,14026,199,1
Kerala,Kochi,Bike,Foggy,Urban,Afternoon,2020,38776,2210,2
Rajasthan,Mumbai,Van,Foggy,Highway,Evening,2019,31152,9649,3
Uttar Pradesh,Jaipur,Bike,Clear,Urban,Morning,2019,15075,1120,2
Bihar,New Delhi,Bike,Foggy,Urban,Afternoon,2019,37743,3877,2
Maharashtra,Ahmedabad,Car,Foggy,Urban,Night,2021,35647,2431,2
Delhi,Kolkata,Truck,Foggy,Urban,Morning,2019,33004,975,1
Bihar,Kochi,Truck,Clear,Urban,Morning,2019,42385,8273,3
Rajasthan,Kolkata,Van,Rainy,Rural,Night,2018,27540,7405,3
Karnataka,Patna,Truck,Clear,Highway,Morning,2021,41624,8710,3
West Bengal,Chennai,Truck,Dusty,Rural,Morning,2021,19781,5989,3
West Bengal,Ahmedabad,Truck,Foggy,Rural,Night,2018,36535,1090,1
Rajasthan,Ahmedabad,Van,Foggy,Highway,Evening,2019,39374,2574,2
Karnataka,Kolkata,Bus,Rainy,Rural,Afternoon,2022,4834,8975,3
West Bengal,Chennai,Truck,Foggy,Highway,Night,2020,27402,142,1
West Bengal,Lucknow,Truck,Rainy,Highway,Morning,2021,4589,2135,3
West Bengal,Bangalore,Car,Foggy,Highway,Afternoon,2018,19001,3479,3
Rajasthan,Kochi,Car,Foggy,Highway,Afternoon,2022,10490,9937,3
Uttar Pradesh,Jaipur,Truck,Clear,Urban,Afternoon,2020,4614,4342,3
Delhi,Ahmedabad,Bus,Clear,Urban,Evening,2022,35553,5012,2
Rajasthan,Kolkata,Truck,Dusty,Rural,Morning,2019,5506,2528,3
Karnataka,Bangalore,Truck,Rainy,Highway,Morning,2018,20328,3287,3
Bihar,Patna,Truck,Dusty,Highway,Afternoon,2020,48969,9780,3
Uttar Pradesh,Jaipur,Auto,Clear,Highway,Afternoon,2020,40851,3840,2
Uttar Pradesh,Kolkata,Bus,Rainy,Highway,Evening,2019,12078,943,2
Bihar,Kochi,Bike,Clear,Urban,Evening,2019,49849,3378,2
Maharashtra,New Delhi,Truck,Rainy,Urban,Afternoon,2019,32236,1176,1
Kerala,Ahmedabad,Bike,Foggy,Urban,Morning,2018,20217,7365,3
Delhi,Patna,Bus,Dusty,Rural,Night,2021,11583,6168,3
Delhi,Kochi,Truck,Dusty,Highway,Evening,2022,33461,6900,3
Maharashtra,Mumbai,Bike,Rainy,Urban,Morning,2018,40908,7000,3
Kerala,Patna,Van,Dusty,Urban,Evening,2018,17015,2395,2
Delhi,Jaipur,Bike,Clear,Highway,Morning,2022,39786,9805,3
Karnataka,Mumbai,Bus,Dusty,Urban,Afternoon,2020,9785,2997,3
Tamil Nadu,Patna,Truck,Rainy,Highway,Evening,2022,1266,4027,3
Tamil Nadu,Kolkata,Auto,Dusty,Highway,Night,2019,12460,7599,3
Delhi,New Delhi,Bus,Dusty,Urban,Afternoon,2020,11485,3207,3
Gujarat,Bangalore,Auto,Clear,Rural,Evening,2018,26544,7464,3
Delhi,New Delhi,Truck,Foggy,Highway,Afternoon,2022,35686,2331,2
Bihar,New Delhi,Bike,Clear,Rural,Night,2018,39256,8358,3
Bihar,Kolkata,Van,Dusty,Urban,Evening,2018,24674,2180,2
Kerala,Chennai,Van,Dusty,Highway,Evening,2022,46662,5386,2
West Bengal,Patna,Bus,Foggy,Highway,Evening,2018,6057,6941,3
Uttar Pradesh,Bangalore,Bus,Foggy,Urban,Morning,2021,38853,9839,3
Karnataka,Lucknow,Bus,Clear,Rural,Morning,2021,12336,1368,2
Maharashtra,Kolkata,Car,Foggy,Urban,Evening,2018,44859,9801,3
Delhi,Chennai,Van,Clear,Urban,Afternoon,2020,32143,4791,2
West Bengal,Kolkata,Van,Rainy,Urban,Afternoon,2020,28360,9140,3
West Bengal,Chennai,Truck,Dusty,Rural,Evening,2020,27306,8235,3
Karnataka,New Delhi,Car,Foggy,Highway,Night,2020,30946,6862,3
Maharashtra,Ahmedabad,Bus,Rainy,Highway,Night,2021,7613,7792,3
Bihar,Ahmedabad,Bus,Rainy,Urban,Night,2020,21544,1974,2
Rajasthan,Mumbai,Auto,Clear,Urban,Morning,2022,16079,701,1
Karnataka,Lucknow,Car,Clear,Rural,Morning,2020,26694,6359,3
West Bengal,Bangalore,Bike,Foggy,Urban,Morning,2022,22687,7144,3
Tamil Nadu,Chennai,Van,Clear,Rural,Morning,2021,9505,4880,3
Delhi,Patna,Truck,Rainy,Rural,Afternoon,2022,11940,7612,3
Kerala,New Delhi,Bike,Rainy,Rural,Evening,2022,40814,9704,3
Tamil Nadu,Jaipur,Bike,Dusty,Urban,Evening,2018,37814,2682,2
West Bengal,Patna,Truck,Rainy,Highway,Evening,2022,33754,195,1
Uttar Pradesh,Patna,Bus,Foggy,Rural,Afternoon,2018,10382,4320,3
Gujarat,Chennai,Van,Dusty,Highway,Night,2020,27076,8525,3
Maharashtra,Bangalore,Auto,Clear,Rural,Night,2022,26343,4777,3
Bihar,New Delhi,Bus,Dusty,Urban,Morning,2022,25053,6874,3
Delhi,New Delhi,Bus,Rainy,Rural,Morning,2019,9370,8313,3
Kerala,Bangalore,Car,Foggy,Rural,Afternoon,2020,35529,2908,2
Rajasthan,Ahmedabad,Bike,Clear,Highway,Afternoon,2022,9799,1335,2
Bihar,Kochi,Bike,Clear,Urban,Night,2022,6670,8287,3
Delhi,Mumbai,Van,Rainy,Rural,Evening,2019,28182,2622,2
Rajasthan,Kolkata,Bike,Foggy,Urban,Evening,2018,30697,7450,3
Kerala,Mumbai,Auto,Rainy,Highway,Afternoon,2020,27938,8709,3
West Bengal,Ahmedabad,Auto,Rainy,Urban,Afternoon,2019,40231,652,1
Gujarat,Chennai,Auto,Foggy,Urban,Afternoon,2020,35509,2687,2
Tamil Nadu,Chennai,Truck,Rainy,Highway,Morning,2020,14373,8066,3
Tamil Nadu,Lucknow,Van,Foggy,Rural,Evening,2018,33824,7800,3
West Bengal,Mumbai,Auto,Foggy,Rural,Afternoon,2018,44807,5293,2
Bihar,Mumbai,Car,Rainy,Urban,Afternoon,2021,18539,8327,3
West Bengal,Kolkata,Car,Rainy,Rural,Morning,2019,17850,6192,3
West Bengal,Chennai,Bus,Dusty,Highway,Afternoon,2019,41751,4165,2
Delhi,Patna,Bus,Clear,Urban,Evening,2020,29774,8822,3
Delhi,Mumbai,Van,Clear,Urban,Morning,2021,33943,3189,2
Kerala,Kolkata,Bus,Foggy,Rural,Afternoon,2021,46712,6327,2
Gujarat,Bangalore,Bus,Dusty,Rural,Evening,2020,39303,4900,2
Delhi,Jaipur,Car,Foggy,Rural,Evening,2018,17064,1017,2
Kerala,Bangalore,Bus,Dusty,Urban,Morning,2021,31987,7989,3
Uttar Pradesh,Kolkata,Car,Foggy,Rural,Evening,2019,14959,6637,3
West Bengal,Patna,Auto,Clear,Urban,Morning,2018,23205,2167,2
West Bengal,Lucknow,Auto,Dusty,Rural,Evening,2022,23990,9311,3
Bihar,Chennai,Van,Rainy,Urban,Afternoon,2021,37526,9632,3
Uttar Pradesh,Lucknow,Truck,Rainy,Urban,Morning,2020,18739,2504,2
Bihar,Lucknow,Bus,Clear,Urban,Evening,2019,42272,7417,3
Rajasthan,Kolkata,Auto,Dusty,Rural,Morning,2021,33760,9063,3
Kerala,Chennai,Auto,Rainy,Rural,Evening,2020,18713,2973,3
Kerala,New Delhi,Van,Rainy,Highway,Morning,2019,23905,7807,3
West Bengal,Jaipur,Bike,Rainy,Urban,Afternoon,2021,33738,5580,3
Karnataka,Mumbai,Bike,Clear,Rural,Morning,2019,29512,816,1
